,SE_NUMBER,TIME,BID_PRICE,PRICE,DATE
516,,,,,04-07-2021
517,1,10:50,56.650,57.250,05-07-2021
518,1,09:10,56.750,57.350,06-07-2021
519,1,09:15,56.800,57.400,07-07-2021
520,1,14:25,56.850,57.450,08-07-2021
521,1,09:20,56.900,57.600,09-07-2021
522,1,08:35,56.750,57.500,10-07-2021
523,,,,,11-07-2021
524,1,08:55,56.750,57.500,12-07-2021
525,1,08:45,56.600,57.350,13-07-2021
526,1,08:30,56.650,57.400,14-07-2021
527,1,08:35,56.850,57.600,15-07-2021
528,1,08:35,56.750,57.500,16-07-2021
529,1,08:50,56.750,57.500,17-07-2021
530,,,,,18-07-2021
531,1,08:25,56.900,57.550,19-07-2021
532,1,08:40,56.900,57.550,20-07-2021
533,1,08:40,56.800,57.450,21-07-2021
534,1,08:40,56.800,57.450,22-07-2021
535,1,08:35,56.850,57.500,23-07-2021
536,1,08:35,56.850,57.500,24-07-2021
537,,,,,25-07-2021
538,1,08:25,56.800,57.450,26-07-2021
539,1,08:20,56.600,57.300,27-07-2021
540,1,08:20,56.500,57.200,28-07-2021
541,1,08:25,56.650,57.350,29-07-2021
542,1,08:30,56.700,57.400,30-07-2021
543,1,08:25,56.550,57.200,31-07-2021
544,,,,,01-08-2021
545,1,08:35,56.500,57.200,02-08-2021
546,1,10:30,56.600,57.300,03-08-2021
547,1,08:35,56.650,57.350,04-08-2021
548,1,08:20,56.550,57.250,05-08-2021
549,1,08:30,56.550,57.250,06-08-2021
550,1,08:30,56.300,57.000,07-08-2021
551,,,,,08-08-2021
552,1,08:55,56.300,57.000,09-08-2021
553,1,08:40,56.250,56.950,10-08-2021
554,1,08:20,56.200,56.900,11-08-2021
555,1,08:50,56.400,57.100,12-08-2021
556,1,08:35,56.400,57.100,13-08-2021
557,1,08:30,56.550,57.250,14-08-2021
558,,,,,15-08-2021
559,,,,,16-08-2021
560,1,08:25,56.650,57.350,17-08-2021
561,,,,,18-08-2021
562,1,08:25,56.550,57.250,19-08-2021
563,1,08:45,56.450,57.150,20-08-2021
564,,,,,21-08-2021
565,,,,,22-08-2021
566,1,12:00,56.400,57.100,23-08-2021
567,1,08:25,56.500,57.200,24-08-2021
568,1,08:25,56.450,57.150,25-08-2021
569,1,08:30,56.350,57.050,26-08-2021
570,1,08:30,56.400,57.100,27-08-2021
571,1,08:55,56.450,57.150,28-08-2021
572,,,,,29-08-2021
573,1,08:35,56.600,57.300,30-08-2021
574,1,08:35,56.700,57.400,31-08-2021
575,,,,,01-09-2021
576,,,,,02-09-2021
577,1,08:35,56.650,57.350,03-09-2021
578,1,08:35,56.750,57.450,04-09-2021
579,,,,,05-09-2021
580,,,,,06-09-2021
581,,,,,07-09-2021
582,1,08:30,56.500,57.200,08-09-2021
583,1,08:30,56.550,57.250,09-09-2021
584,1,08:30,56.600,57.300,10-09-2021
585,1,08:40,56.600,57.300,11-09-2021
586,,,,,12-09-2021
587,,,,,13-09-2021
588,1,08:20,56.550,57.250,14-09-2021
589,1,08:40,56.650,57.350,15-09-2021
590,1,14:20,56.500,57.200,16-09-2021
591,1,08:50,55.900,56.600,17-09-2021
592,,,,,18-09-2021
593,,,,,19-09-2021
594,1,08:20,56.150,56.800,20-09-2021
595,1,08:15,56.450,57.100,21-09-2021
596,1,08:25,56.500,57.150,22-09-2021
597,1,08:25,56.700,57.350,23-09-2021
598,1,08:20,56.400,57.050,24-09-2021
599,1,08:30,56.350,57.000,25-09-2021
600,,,,,26-09-2021
601,1,08:35,56.350,57.000,27-09-2021
602,1,08:30,56.450,57.100,28-09-2021
603,1,08:25,56.350,56.950,29-09-2021
604,1,08:25,56.250,56.850,30-09-2021
605,1,08:35,56.600,57.200,01-10-2021
606,1,08:30,56.550,57.150,02-10-2021
607,,,,,03-10-2021
608,1,08:45,56.650,57.350,04-10-2021
609,1,09:20,56.750,57.450,05-10-2021
610,1,09:20,56.700,57.400,06-10-2021
611,1,09:25,56.800,57.500,07-10-2021
612,1,08:30,57.100,57.800,08-10-2021
613,1,08:30,57.100,57.800,09-10-2021
614,,,,,10-10-2021
615,1,08:35,57.250,57.950,11-10-2021
616,1,10:30,57.300,58.000,12-10-2021
617,1,08:40,57.400,58.100,13-10-2021
618,1,08:45,57.550,58.250,14-10-2021
619,1,08:45,57.300,58.000,15-10-2021
620,1,08:35,57.100,57.800,16-10-2021
621,,,,,17-10-2021
622,1,08:45,57.050,57.750,18-10-2021
623,1,08:55,57.150,57.850,19-10-2021
624,1,08:40,57.250,57.950,20-10-2021
625,1,08:40,57.550,58.250,21-10-2021
626,1,09:30,57.400,58.100,22-10-2021
627,1,08:35,57.550,58.250,23-10-2021
628,,,,,24-10-2021
629,1,09:05,57.550,58.250,25-10-2021
630,1,08:35,57.700,58.400,26-10-2021
631,1,08:35,57.850,58.550,27-10-2021
632,1,09:30,58.000,58.700,28-10-2021
633,1,08:55,57.750,58.450,29-10-2021
634,1,08:40,57.750,58.450,30-10-2021
635,,,,,31-10-2021
636,1,13:30,57.750,58.450,01-11-2021
637,1,08:40,57.650,58.350,02-11-2021
638,1,09:00,57.800,58.500,03-11-2021
639,1,08:35,57.800,58.500,04-11-2021
640,1,08:35,57.950,58.650,05-11-2021
641,1,08:40,58.100,58.800,06-11-2021
642,,,,,07-11-2021
643,1,08:35,58.200,58.900,08-11-2021
644,1,09:35,58.400,59.100,09-11-2021
645,1,08:40,58.700,59.400,10-11-2021
646,1,08:35,58.950,59.650,11-11-2021
647,1,08:35,59.500,60.200,12-11-2021
648,1,10:05,60.050,60.750,13-11-2021
649,,,,,14-11-2021
650,1,08:40,59.950,60.650,15-11-2021
651,1,09:05,60.250,60.950,16-11-2021
652,1,08:40,60.800,61.550,17-11-2021
653,1,08:35,61.300,62.050,18-11-2021
654,1,08:40,61.050,61.800,19-11-2021
655,1,08:45,59.400,60.500,20-11-2021
656,,,,,21-11-2021
657,1,08:20,59.500,60.200,22-11-2021
658,1,08:35,58.600,59.450,23-11-2021
659,1,08:50,59.150,59.950,24-11-2021
660,1,08:30,59.450,60.150,25-11-2021
661,1,08:35,59.550,60.250,26-11-2021
662,1,09:25,60.000,60.850,27-11-2021
663,,,,,28-11-2021
664,1,08:40,60.200,60.900,29-11-2021
665,1,08:35,59.750,60.450,30-11-2021
666,1,09:20,59.750,60.450,01-12-2021
667,1,09:40,60.600,60.700,02-12-2021
668,1,10:15,59.950,60.650,03-12-2021
669,1,08:35,60.200,61.050,04-12-2021
670,1,10:15,60.400,61.100,05-12-2021
671,1,08:40,60.550,61.250,06-12-2021
672,1,08:35,60.750,61.450,07-12-2021
673,1,08:30,60.700,61.400,08-12-2021
674,1,09:15,60.250,60.950,09-12-2021
675,1,08:35,60.500,61.200,10-12-2021
676,1,08:35,60.650,61.450,11-12-2021
677,,,,,12-12-2021
678,1,08:35,60.800,61.500,13-12-2021
679,1,09:00,60.900,61.600,14-12-2021
680,1,08:30,60.800,61.500,15-12-2021
681,1,08:30,60.850,61.550,16-12-2021
682,1,08:45,60.900,61.600,17-12-2021
683,1,08:40,61.000,61.700,18-12-2021
684,,,,,19-12-2021
685,1,08:30,60.950,61.650,20-12-2021
686,1,13:30,60.900,61.600,21-12-2021
687,1,08:35,60.850,61.550,22-12-2021
688,1,09:00,61.050,61.750,23-12-2021
689,1,08:30,60.850,61.550,24-12-2021
690,1,08:35,60.900,61.600,25-12-2021
691,,,,,26-12-2021
692,1,08:30,60.850,61.550,27-12-2021
693,1,12:55,60.850,61.550,28-12-2021
694,1,08:30,60.800,61.500,29-12-2021
695,1,09:00,60.600,61.300,30-12-2021
696,1,08:35,60.750,61.450,31-12-2021
697,,,,,01-01-2022
698,,,,,02-01-2022
699,1,08:35,61.050,61.800,03-01-2022
700,1,09:00,60.800,61.500,04-01-2022
701,1,08:35,60.900,61.600,05-01-2022
702,1,08:50,60.950,61.650,06-01-2022
703,1,08:35,60.720,61.420,07-01-2022
704,1,09:25,60.950,61.700,08-01-2022
705,,,,,09-01-2022
706,1,08:55,60.950,61.650,10-01-2022
707,1,09:20,61.020,61.670,11-01-2022
708,1,08:55,61.050,61.700,12-01-2022
709,1,08:40,61.000,61.650,13-01-2022
710,1,10:20,61.050,61.700,14-01-2022
711,1,08:40,60.950,61.650,15-01-2022
712,,,,,16-01-2022
713,1,10:00,61.050,61.650,17-01-2022
714,1,10:35,61.100,61.700,18-01-2022
715,1,08:40,61.100,61.700,19-01-2022
716,1,08:45,61.300,61.900,20-01-2022
717,1,09:05,61.100,61.700,21-01-2022
718,1,09:00,61.150,61.850,22-01-2022
719,,,,,23-01-2022
720,1,08:35,61.250,61.900,24-01-2022
721,1,08:50,61.750,62.400,25-01-2022
722,1,09:40,61.900,62.550,26-01-2022
723,1,09:15,61.700,62.300,27-01-2022
724,1,08:45,61.900,62.600,28-01-2022
725,,,,,29-01-2022
726,,,,,30-01-2022
727,,,,,31-01-2022
728,,,,,01-02-2022
729,,,,,02-02-2022
730,,,,,03-02-2022
731,,,,,04-02-2022
732,,,,,05-02-2022
733,,,,,06-02-2022
734,1,09:10,62.450,63.150,07-02-2022
735,1,08:40,62.800,63.450,08-02-2022
736,1,08:35,61.850,62.600,09-02-2022
737,1,07:00,61.350,62.150,10-02-2022
738,1,08:35,61.050,61.750,11-02-2022
739,1,08:40,62.000,62.800,12-02-2022
740,,,,,13-02-2022
741,1,08:45,62.050,62.750,14-02-2022
742,1,09:10,62.500,63.200,15-02-2022
743,1,08:30,62.150,62.850,16-02-2022
744,1,08:40,62.500,63.100,17-02-2022
745,1,08:35,62.800,63.500,18-02-2022
746,1,08:30,62.500,63.200,19-02-2022
747,,,,,20-02-2022
748,1,08:45,62.600,63.200,21-02-2022
749,1,08:30,62.950,63.550,22-02-2022
750,1,08:35,63.150,63.750,23-02-2022
751,1,08:55,63.550,64.250,24-02-2022
752,1,08:40,65.500,66.400,25-02-2022
753,1,09:05,64.000,65.400,26-02-2022
754,,,,,27-02-2022
755,1,08:50,65.100,66.000,28-02-2022
756,1,08:35,65.250,66.000,01-03-2022
757,1,08:35,66.000,66.800,02-03-2022
758,1,08:45,66.550,67.300,03-03-2022
759,1,08:55,66.800,67.550,04-03-2022
760,1,08:45,67.250,68.400,05-03-2022
761,1,14:45,68.100,68.900,06-03-2022
762,1,08:40,68.900,70.100,07-03-2022
763,1,08:40,71.800,73.400,08-03-2022
764,1,08:15,70.200,72.000,09-03-2022
765,1,08:35,66.300,68.100,10-03-2022
766,1,08:35,67.900,69.700,11-03-2022
767,1,08:30,68.400,70.200,12-03-2022
768,,,,,13-03-2022
769,1,08:25,68.000,69.800,14-03-2022
770,1,08:35,67.200,68.400,15-03-2022
771,1,08:40,67.300,68.600,16-03-2022
772,1,08:40,67.200,68.400,17-03-2022
773,1,08:50,67.800,68.800,18-03-2022
774,1,09:45,67.700,68.900,19-03-2022
775,,,,,20-03-2022
776,1,09:10,67.900,68.900,21-03-2022
777,1,08:45,67.950,68.850,22-03-2022
778,1,08:30,67.800,68.500,23-03-2022
779,1,08:30,68.100,68.800,24-03-2022
780,1,08:40,68.400,69.100,25-03-2022
781,1,08:35,68.600,69.350,26-03-2022
782,,,,,27-03-2022
783,1,08:35,68.900,69.600,28-03-2022
784,1,09:45,68.650,69.350,29-03-2022
785,1,08:30,68.500,69.200,30-03-2022
786,1,10:05,68.150,68.850,31-03-2022
787,1,08:30,68.300,69.000,01-04-2022
788,1,08:45,68.300,69.050,02-04-2022
789,,,,,03-04-2022
790,1,08:35,68.250,68.950,04-04-2022
791,1,09:05,68.300,68.950,05-04-2022
792,1,08:25,68.100,68.750,06-04-2022
793,1,08:30,68.100,68.750,07-04-2022
794,1,10:00,68.250,68.900,08-04-2022
795,1,08:35,68.600,69.400,09-04-2022
796,,,,,10-04-2022
797,,,,,11-04-2022
798,1,08:35,68.900,69.550,12-04-2022
799,1,08:35,69.050,69.650,13-04-2022
800,1,08:50,69.250,69.850,14-04-2022
801,1,08:30,69.000,69.600,15-04-2022
802,1,10:25,69.150,69.800,16-04-2022
803,,,,,17-04-2022
804,1,08:35,69.350,69.950,18-04-2022
805,1,08:50,69.750,70.550,19-04-2022
806,1,08:55,69.550,70.250,20-04-2022
807,1,08:35,69.550,70.250,21-04-2022
808,1,13:15,69.850,70.550,22-04-2022
809,1,08:30,69.600,70.400,23-04-2022
810,,,,,24-04-2022
811,1,08:35,69.500,70.200,25-04-2022
812,1,08:35,69.400,70.100,26-04-2022
813,1,10:25,69.400,70.100,27-04-2022
814,1,08:45,69.300,70.000,28-04-2022
815,1,08:35,69.550,70.150,29-04-2022
816,,,,,30-04-2022
817,,,,,01-05-2022
818,,,,,02-05-2022
819,1,08:40,69.200,69.950,03-05-2022
820,1,08:35,69.250,69.950,04-05-2022
821,1,08:40,69.650,70.350,05-05-2022
822,1,08:40,69.500,70.200,06-05-2022
823,,,,,07-05-2022
824,,,,,08-05-2022
825,1,08:45,69.700,70.400,09-05-2022
826,1,10:55,69.550,70.300,10-05-2022
827,1,08:30,69.250,69.950,11-05-2022
828,1,08:50,69.650,70.250,12-05-2022
829,1,08:35,69.550,70.150,13-05-2022
830,1,08:30,68.700,69.700,14-05-2022
831,1,08:45,68.200,69.200,01-06-2022
832,1,08:50,68.550,69.450,02-06-2022
833,1,08:30,68.800,69.700,03-06-2022
834,1,08:25,68.750,69.650,04-06-2022
835,,,,,05-06-2022
836,1,08:30,68.650,69.550,06-06-2022
837,1,09:30,68.550,69.450,07-06-2022
838,1,08:40,68.850,69.750,08-06-2022
839,1,08:30,68.800,69.700,09-06-2022
840,1,08:40,68.700,69.600,10-06-2022
841,1,08:35,68.750,69.650,11-06-2022
842,,,,,12-06-2022
843,1,08:30,68.450,69.350,13-06-2022
844,1,08:50,67.550,68.350,14-06-2022
845,1,08:45,67.500,68.300,15-06-2022
846,1,08:50,67.750,68.550,16-06-2022
847,1,08:35,67.950,68.750,17-06-2022
848,1,08:40,67.850,68.650,18-06-2022
849,,,,,19-06-2022
850,1,09:55,67.900,68.700,20-06-2022
851,1,08:35,67.950,68.750,21-06-2022
852,1,08:40,67.850,68.650,22-06-2022
853,1,08:40,67.850,68.650,23-06-2022
854,1,08:30,67.800,68.600,24-06-2022
855,1,09:45,67.850,68.650,25-06-2022
856,,,,,26-06-2022
857,,,,,27-06-2022
858,,,,,28-06-2022
859,,,,,29-06-2022
860,,,,,30-06-2022
861,,,,,01-07-2022
862,,,,,02-07-2022
863,,,,,03-07-2022
864,,,,,04-07-2022
865,,,,,05-07-2022
866,,,,,06-07-2022
867,1,09:20,67.650,68.250,07-07-2022
868,1,08:55,67.900,68.500,08-07-2022
869,1,09:40,67.950,68.550,09-07-2022
870,,,,,10-07-2022
871,1,10:10,67.900,68.500,11-07-2022
872,1,08:50,67.600,68.200,12-07-2022
873,1,08:30,67.600,68.200,13-07-2022
874,1,09:00,67.650,68.250,14-07-2022
875,1,08:25,67.550,68.150,15-07-2022
876,1,09:20,67.350,67.950,16-07-2022
877,,,,,17-07-2022
878,1,08:30,67.150,67.750,18-07-2022
879,1,08:50,62.000,64.450,19-07-2022
880,1,08:35,63.300,65.300,20-07-2022
881,1,08:35,63.300,65.300,21-07-2022
882,1,09:15,64.300,66.300,22-07-2022
883,1,08:35,64.900,66.400,23-07-2022
884,,,,,24-07-2022
885,1,08:35,64.700,66.200,25-07-2022
886,1,08:50,65.300,66.300,26-07-2022
887,1,08:35,65.100,66.100,27-07-2022
888,1,08:35,65.300,66.300,28-07-2022
889,1,08:40,65.200,66.200,29-07-2022
890,1,09:15,65.800,66.800,30-07-2022
891,,,,,31-07-2022
892,1,08:30,66.300,67.300,01-08-2022
893,1,08:30,67.400,68.400,02-08-2022
894,1,08:35,67.200,68.200,03-08-2022
895,1,08:35,66.000,67.000,04-08-2022
896,1,08:35,66.900,67.900,05-08-2022
897,1,08:30,66.300,67.300,06-08-2022
898,,,,,07-08-2022
899,1,08:25,66.300,67.300,08-08-2022
900,1,08:40,66.400,67.400,09-08-2022
901,1,10:35,66.100,67.100,10-08-2022
902,1,09:15,65.900,66.900,11-08-2022
903,1,10:50,66.200,67.200,12-08-2022
904,1,09:00,66.500,67.500,13-08-2022
905,,,,,14-08-2022
906,1,08:30,66.400,67.400,15-08-2022
907,1,08:35,65.900,66.900,16-08-2022
908,1,08:50,66.000,67.000,17-08-2022
909,1,14:25,66.100,67.100,18-08-2022
910,1,08:55,66.100,67.100,19-08-2022
911,1,08:35,66.200,67.200,20-08-2022
912,,,,,21-08-2022
913,1,13:25,66.100,67.100,22-08-2022
914,1,08:40,66.000,67.000,23-08-2022
915,1,08:25,66.100,67.100,24-08-2022
916,1,08:50,66.300,67.100,25-08-2022
917,1,10:35,66.000,66.800,26-08-2022
918,1,08:55,66.100,66.900,27-08-2022
919,,,,,28-08-2022
920,1,08:45,65.900,66.700,29-08-2022
921,1,08:35,65.900,66.700,30-08-2022
922,1,08:35,65.800,66.600,31-08-2022
923,1,09:00,65.850,66.650,01-09-2022
924,,,,,02-09-2022
925,1,08:40,65.700,66.700,03-09-2022
926,,,,,04-09-2022
927,1,13:20,65.850,66.650,05-09-2022
928,1,08:30,66.000,66.800,06-09-2022
929,1,13:25,65.900,66.700,07-09-2022
930,1,08:40,66.200,67.000,08-09-2022
931,1,11:30,66.100,66.900,09-09-2022
932,1,08:35,66.150,66.950,10-09-2022
933,,,,,11-09-2022
934,1,09:30,66.100,66.900,12-09-2022
935,1,08:30,66.200,67.000,13-09-2022
936,1,10:15,66.050,66.850,14-09-2022
937,1,10:40,66.050,66.850,15-09-2022
938,1,09:15,65.700,66.500,16-09-2022
939,1,08:35,65.850,66.650,17-09-2022
940,,,,,18-09-2022
941,1,09:20,65.800,66.600,19-09-2022
942,1,08:35,65.800,66.600,20-09-2022
943,1,13:20,65.850,66.650,21-09-2022
944,1,10:45,65.850,66.650,22-09-2022
945,1,08:35,65.850,66.650,23-09-2022
946,1,08:40,65.750,66.550,24-09-2022
947,,,,,25-09-2022
948,1,08:30,65.650,66.450,26-09-2022
949,1,08:35,65.550,66.350,27-09-2022
950,1,08:35,64.200,65.200,28-09-2022
951,1,08:35,64.700,65.700,29-09-2022
952,1,09:10,64.750,65.750,30-09-2022
953,1,08:40,65.200,66.200,01-10-2022
954,,,,,02-10-2022
955,1,09:20,65.500,66.500,03-10-2022
956,1,08:15,65.200,66.200,04-10-2022
957,1,08:35,65.450,66.450,05-10-2022
958,1,08:35,65.300,66.300,06-10-2022
959,1,08:40,64.700,65.700,07-10-2022
960,1,08:35,64.800,65.800,08-10-2022
961,,,,,09-10-2022
962,1,08:40,65.600,66.600,10-10-2022
963,1,08:35,66.100,67.100,11-10-2022
964,1,08:30,66.000,67.000,12-10-2022
965,1,08:25,65.900,66.900,13-10-2022
966,1,09:00,66.000,67.000,14-10-2022
967,1,08:20,66.200,67.200,15-10-2022
968,,,,,16-10-2022
969,1,10:15,66.000,67.000,17-10-2022
970,1,08:35,65.900,66.900,18-10-2022
971,1,09:40,66.200,67.200,19-10-2022
972,1,08:20,66.000,67.000,20-10-2022
973,1,08:40,66.300,67.300,21-10-2022
974,1,08:35,66.300,67.300,22-10-2022
975,,,,,23-10-2022
976,1,08:35,66.500,67.500,24-10-2022
977,1,08:30,66.300,67.300,25-10-2022
978,1,08:35,66.300,67.300,26-10-2022
979,1,09:35,66.300,67.300,27-10-2022
980,1,13:50,66.200,67.200,28-10-2022
981,1,08:40,66.000,67.000,29-10-2022
982,,,,,30-10-2022
983,1,14:20,66.100,67.100,31-10-2022
984,1,08:50,66.000,67.000,01-11-2022
985,1,08:35,66.150,67.150,02-11-2022
986,1,14:55,66.100,67.100,03-11-2022
987,1,14:55,66.200,67.200,04-11-2022
988,1,08:30,66.700,67.700,05-11-2022
989,,,,,06-11-2022
990,1,08:35,66.500,67.500,07-11-2022
991,1,11:05,66.200,67.200,08-11-2022
992,1,08:45,66.500,67.500,09-11-2022
993,1,08:10,66.500,67.500,10-11-2022
994,1,08:35,66.600,67.600,11-11-2022
995,1,08:30,66.600,67.600,12-11-2022
996,,,,,13-11-2022
997,1,08:30,66.500,67.500,14-11-2022
998,1,08:30,66.500,67.500,15-11-2022
999,1,08:25,66.700,67.700,16-11-2022
1000,1,08:50,66.700,67.700,17-11-2022
1001,1,11:35,66.700,67.700,18-11-2022
1002,1,09:15,66.500,67.500,19-11-2022
1003,,,,,20-11-2022
1004,1,08:25,66.600,67.600,21-11-2022
1005,1,09:00,66.450,67.450,22-11-2022
1006,1,14:50,66.400,67.400,23-11-2022
1007,1,14:55,66.600,67.600,24-11-2022
1008,1,08:30,66.600,67.600,25-11-2022
1009,1,08:30,66.700,67.700,26-11-2022
1010,,,,,27-11-2022
1011,1,09:25,66.600,67.400,28-11-2022
1012,1,08:30,66.650,67.450,29-11-2022
1013,1,08:40,66.400,67.200,30-11-2022
1014,1,08:30,66.650,67.450,01-12-2022
1015,1,09:10,66.600,67.400,02-12-2022
1016,1,08:35,66.150,66.950,03-12-2022
1017,,,,,04-12-2022
1018,1,08:15,66.150,66.950,05-12-2022
1019,1,08:30,66.250,67.050,06-12-2022
1020,1,09:20,66.350,67.150,07-12-2022
1021,1,09:10,66.250,67.050,08-12-2022
1022,1,08:35,66.600,67.400,09-12-2022
1023,1,08:30,66.300,67.100,10-12-2022
1024,,,,,11-12-2022
1025,1,08:25,66.450,67.250,12-12-2022
1026,1,09:35,66.350,67.150,13-12-2022
